Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PasTotCmp,PasTotAtt,PasTotCmp%,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,TB,Sw,PasCrs,CK,PasCmp,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,Tkl,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Crs,Recov,AerWon,AerLost
2220,Kevin Schade,GER,FWMF,Brentford,Premier League,21,2001,3,0,27,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,30.0,55.6,6.67,6.67,100.0,6.67,13.3,50.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,16.7,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,3.33,0.0,60.0,0.0,6.67,26.7,26.7,6.67,60.0,6.67,0.0,6.67,20.0,440.0,53.3,3.33,0.0,3.33,33.3,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,6.67,3.33
2221,Kevin Schade,GER,FWMF,Freiburg,Bundesliga,21,2001,8,1,182,2.0,1,2.0,0.5,0.25,1.0,15.0,0.0,0.0,13.0,27.5,47.3,7.0,12.5,56.0,4.0,6.5,61.5,0.0,0.5,0.0,0.0,0.0,2.5,0.5,0.0,1.5,27.5,0.0,0.0,1.5,0.0,13.0,2.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,0.5,1.5,60.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,50.0,1.5,6.0,18.5,26.0,6.5,50.0,6.0,1.5,4.0,24.0,159.5,64.5,3.5,1.5,2.5,34.0,10.0,0.0,0.0,0.0,2.0,3.0,1.5,3.5,8.5,6.0
2222,András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,13,9,754,8.4,0,0.71,0.12,0.0,0.0,22.6,0.0,0.0,19.6,26.8,73.3,10.2,12.4,82.7,7.86,9.64,81.5,0.83,2.5,33.3,0.0,0.36,2.5,0.24,0.12,2.62,26.8,0.12,0.0,0.83,0.0,19.6,1.31,1.19,0.95,0.0,0.0,0.0,0.24,0.0,0.24,0.12,0.0,0.0,0.0,2.38,0.83,1.43,0.12,0.71,46.2,0.83,1.31,0.24,1.07,0.48,2.86,0.0,40.0,1.43,9.52,18.9,12.9,1.55,40.0,3.45,0.83,1.67,20.1,114.6,48.1,1.67,1.31,0.48,21.4,2.02,0.0,0.0,0.0,1.43,1.67,0.83,6.55,1.07,1.67
2223,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,31,1991,21,21,1873,20.8,1,1.54,0.43,0.03,0.11,15.1,0.1,0.0,40.0,52.9,75.5,13.7,16.2,84.5,20.1,23.7,85.0,5.91,11.9,49.6,0.0,0.58,4.13,0.63,0.05,4.42,52.9,0.19,1.06,0.48,0.0,40.0,0.43,1.78,1.25,0.0,0.1,0.29,0.05,0.1,0.1,0.05,0.0,0.0,0.0,1.3,0.87,0.38,0.05,0.63,72.2,0.24,1.15,0.67,0.48,1.78,3.08,0.0,64.7,7.45,31.7,27.7,5.96,2.07,64.7,0.48,0.14,0.24,34.4,183.6,121.2,0.96,0.87,0.05,37.6,0.77,0.19,0.0,0.0,0.48,0.72,0.48,6.88,2.64,1.25
2224,Derry Scherhant,GER,FW,Hertha BSC,Bundesliga,20,2002,5,1,145,1.6,0,1.88,0.0,0.0,0.0,15.2,0.0,0.0,10.0,14.4,69.6,5.0,6.88,72.7,3.75,5.63,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,14.4,0.0,0.0,1.25,0.0,10.0,0.0,1.25,0.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.25,0.63,0.0,1.25,100.0,0.0,0.63,0.0,0.63,0.0,1.88,0.0,30.6,0.63,5.63,12.5,14.4,3.13,30.6,5.63,1.88,3.75,19.4,85.0,25.6,1.25,0.0,1.88,20.6,6.25,0.0,0.0,0.0,1.25,0.0,1.25,3.75,0.0,1.25
2225,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,27,1996,11,10,858,9.5,2,2.95,1.26,0.07,0.17,13.7,0.11,0.0,16.6,23.9,69.6,10.7,14.8,72.3,4.21,6.21,67.8,0.32,0.53,60.0,0.0,0.95,0.32,0.74,0.11,1.16,23.9,0.0,0.0,0.42,0.0,16.6,0.32,2.53,2.0,0.0,0.11,0.11,0.32,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11,0.21,0.11,0.11,0.0,33.4,0.74,2.11,15.7,16.0,4.32,33.4,1.26,0.63,0.53,18.6,67.5,23.8,0.84,0.95,0.32,27.9,6.21,0.0,0.0,0.0,0.32,1.47,0.42,1.89,2.74,3.79
2226,Kingsley Schindler,GER,DFMF,Köln,Bundesliga,29,1993,16,3,567,6.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,42.7,61.0,9.84,12.9,76.5,12.2,18.3,67.0,3.17,7.3,43.5,0.0,0.63,3.02,1.11,0.32,4.29,42.7,0.0,0.16,2.54,0.48,26.0,2.7,1.9,1.75,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,2.54,1.59,0.79,0.16,2.06,68.4,0.95,0.79,0.16,0.63,1.11,3.65,0.0,55.1,3.02,14.3,24.8,16.5,1.11,55.1,1.11,0.32,0.48,24.6,100.8,38.3,1.27,1.27,0.16,28.3,4.6,0.48,0.0,0.0,1.27,0.63,2.54,5.56,2.06,0.79
2227,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,25,1997,16,14,1264,14.0,1,0.29,0.07,0.25,1.0,23.0,0.0,0.0,45.8,54.6,83.8,21.7,23.9,90.7,19.4,22.3,87.2,4.5,6.36,70.8,0.0,0.43,4.71,0.43,0.07,4.0,54.6,0.14,0.21,0.14,0.0,45.8,0.64,1.57,1.36,0.0,0.0,0.0,0.14,0.07,0.21,0.21,0.0,0.0,0.0,2.29,0.79,1.36,0.14,1.07,45.5,1.29,1.21,0.14,1.07,1.0,3.29,0.0,64.1,2.36,16.8,40.2,8.21,0.14,64.1,1.21,0.64,0.36,39.7,195.8,104.5,1.14,0.86,0.07,43.7,0.64,0.14,0.0,0.0,1.36,1.29,0.14,7.5,0.79,1.21
2228,Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,25,1997,2,0,14,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,100.0,15.0,15.0,100.0,15.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,10.0,10.0,0.0,55.0,10.0,40.0,15.0,0.0,0.0,55.0,0.0,0.0,0.0,10.0,15.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0
2229,Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,25,1997,4,3,287,3.2,1,0.94,0.31,0.33,1.0,10.9,0.0,0.0,26.6,36.6,72.6,6.25,9.06,69.0,15.3,19.1,80.3,5.0,7.81,64.0,0.0,0.0,2.5,0.0,0.0,1.88,36.6,0.0,0.0,0.0,0.0,26.6,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.56,0.31,0.0,1.25,100.0,0.0,1.56,0.94,0.63,0.94,2.81,0.0,50.9,9.38,24.1,23.4,3.44,1.88,50.9,0.0,0.0,0.0,20.9,84.4,47.5,0.0,0.0,0.0,24.4,0.31,0.31,0.0,0.0,1.25,1.25,0.0,5.94,1.88,3.13
2230,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,23,1999,20,20,1734,19.3,3,0.67,0.21,0.23,0.75,18.7,0.0,0.0,64.6,75.6,85.5,23.1,25.1,92.0,32.1,34.8,92.3,8.81,13.8,63.9,0.21,0.57,5.75,0.47,0.0,6.63,75.6,0.1,2.02,0.52,0.0,64.6,1.09,1.24,1.09,0.0,0.0,0.05,0.0,0.1,0.31,0.21,0.0,0.0,0.0,2.38,1.45,0.88,0.05,1.4,69.2,0.62,1.4,0.73,0.67,1.14,3.52,0.05,86.2,8.45,38.5,44.1,4.35,0.98,86.2,0.57,0.36,0.1,54.0,263.8,162.0,1.5,1.5,0.05,59.2,0.36,0.16,0.0,0.0,0.62,0.52,0.52,7.67,2.49,1.5
2231,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,30,1992,22,19,1630,18.1,1,0.88,0.33,0.06,0.17,18.5,0.0,0.0,27.3,35.7,76.4,13.1,16.1,81.8,10.9,13.0,83.5,2.27,4.2,53.9,0.0,0.33,2.27,0.33,0.0,3.48,35.7,0.06,0.06,0.5,0.0,27.3,0.72,1.44,1.22,0.0,0.06,0.11,0.06,0.0,0.17,0.11,0.0,0.0,0.0,2.32,1.1,1.05,0.17,0.94,53.1,0.83,1.55,0.33,1.22,1.1,3.43,0.0,45.9,2.65,11.6,25.4,9.83,1.38,45.9,1.77,0.77,0.72,23.7,106.3,45.4,1.1,0.83,0.33,26.9,1.99,0.28,0.0,0.0,1.99,1.16,0.5,5.64,0.77,1.27
2232,Kasper Schmeichel,DEN,GK,Nice,Ligue 1,36,1986,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,34.3,75.2,4.81,4.81,100.0,11.1,11.5,96.7,9.71,17.8,54.7,0.0,0.05,0.19,0.0,0.0,0.0,34.3,0.0,0.19,0.0,0.0,25.8,0.05,0.43,0.29,0.14,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.05,0.05,0.0,36.2,32.0,36.0,0.14,0.0,0.0,36.2,0.0,0.0,0.0,23.7,112.0,57.2,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.14,0.0
