Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PasTotCmp,PasTotAtt,PasTotCmp%,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,TB,Sw,PasCrs,CK,PasCmp,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,Tkl,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Crs,Recov,AerWon,AerLost
36,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,27,1995,20,20,1800,20.0,2,0.45,0.1,0.22,1.0,15.6,0.0,0.0,43.4,50.8,85.4,11.6,13.3,86.9,26.7,28.9,92.2,4.85,7.45,65.1,0.0,0.05,2.3,0.2,0.0,2.85,50.8,0.0,0.15,0.0,0.0,43.4,0.45,0.3,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.7,1.05,0.6,0.05,0.5,66.7,0.25,0.9,0.45,0.45,0.8,2.5,0.0,60.3,8.7,31.6,27.8,1.35,0.45,60.3,0.25,0.15,0.05,38.2,185.3,99.1,0.5,0.2,0.0,38.4,0.1,0.15,0.0,0.0,0.6,0.35,0.0,6.5,1.75,1.85
37,Ola Aina,NGA,DF,Torino,Serie A,26,1996,12,8,676,7.5,1,0.93,0.4,0.14,0.33,16.1,0.0,0.0,41.5,55.7,74.4,21.7,23.5,92.6,13.2,17.7,74.4,5.2,9.73,53.4,0.13,1.2,3.07,1.6,1.07,4.67,55.7,0.0,0.13,3.47,0.13,41.5,1.87,2.93,2.27,0.13,0.4,0.0,0.13,0.0,0.4,0.27,0.0,0.13,0.0,1.73,0.4,0.93,0.4,0.8,60.0,0.53,1.2,0.27,0.93,1.07,2.8,0.0,68.5,2.4,14.8,31.2,23.6,1.47,68.5,4.53,2.27,1.6,36.7,236.1,119.3,3.87,2.8,0.53,40.1,4.8,0.53,0.0,0.0,1.6,1.6,3.47,6.27,1.2,0.8
38,Rayan Aït Nouri,FRA,DF,Wolves,Premier League,21,2001,17,9,913,10.1,1,0.99,0.5,0.1,0.2,14.1,0.0,0.0,39.3,48.4,81.2,21.9,24.7,88.8,14.5,17.5,82.5,1.98,2.97,66.7,0.0,0.69,2.38,1.29,0.5,3.56,48.4,0.0,0.1,2.08,0.3,39.3,1.39,2.18,1.39,0.2,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.67,2.18,0.4,0.1,0.79,66.7,0.4,0.2,0.0,0.2,0.69,3.37,0.0,61.8,3.56,19.0,22.2,21.5,2.48,61.8,3.86,1.98,1.68,32.3,178.1,101.7,2.48,1.19,0.99,37.3,6.63,0.3,0.0,0.0,1.09,0.69,2.08,5.25,1.29,1.39
39,Emanuel Aiwum,AUT,DF,Cremonese,Serie A,22,2000,15,11,1029,11.4,0,0.26,0.09,0.0,0.0,17.7,0.0,0.0,36.4,47.3,77.0,16.8,18.5,90.5,16.3,20.1,81.2,2.63,6.23,42.3,0.0,0.35,3.16,0.61,0.09,3.42,47.3,0.09,0.35,0.35,0.0,36.4,0.88,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,2.19,1.4,0.18,2.11,75.0,0.7,1.32,0.79,0.53,1.67,5.44,0.09,58.7,6.14,29.5,26.1,3.95,0.44,58.7,0.53,0.09,0.35,29.0,194.5,106.4,1.49,0.88,0.0,29.5,0.61,0.18,0.0,0.0,1.14,0.7,0.35,7.02,1.67,0.61
40,Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,1998,9,9,763,8.5,0,0.12,0.0,0.0,0.0,6.0,0.0,0.0,30.5,40.6,75.1,15.4,18.7,82.4,12.0,15.1,79.7,2.71,4.71,57.5,0.0,0.12,2.35,0.35,0.12,3.65,40.6,0.0,0.47,0.71,0.0,30.5,0.94,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.59,0.47,0.24,1.06,56.3,0.82,0.71,0.59,0.12,0.82,2.12,0.0,48.5,5.29,21.6,19.6,7.53,1.06,48.5,0.82,0.12,0.47,25.2,133.6,72.1,1.18,0.59,0.0,27.2,1.41,0.0,0.0,0.0,0.59,0.94,0.71,4.24,1.76,1.29
41,Ludovic Ajorque,FRA,FW,Strasbourg,Ligue 1,28,1994,13,9,771,8.6,1,2.56,0.81,0.0,0.0,15.1,0.12,0.12,20.7,29.7,69.8,12.0,15.9,75.2,6.4,9.19,69.6,1.28,1.86,68.8,0.0,1.16,1.16,0.7,0.0,1.51,29.7,0.35,0.35,0.0,0.0,20.7,0.12,2.56,2.33,0.0,0.0,0.23,0.0,0.0,0.23,0.12,0.0,0.0,0.12,0.58,0.12,0.47,0.0,0.35,33.3,0.7,0.35,0.12,0.23,0.23,0.81,0.0,39.1,0.93,3.6,20.0,15.8,5.81,39.0,0.47,0.23,0.23,26.2,104.8,23.5,0.23,0.81,0.12,30.5,6.4,0.12,0.0,0.0,1.63,0.93,0.0,2.44,5.81,3.84
42,Ludovic Ajorque,FRA,FW,Mainz 05,Bundesliga,28,1994,4,3,231,2.6,0,2.69,0.77,0.0,0.0,16.4,0.0,0.0,16.9,33.8,50.0,8.46,15.8,53.7,4.23,10.4,40.7,3.08,3.85,80.0,0.38,1.54,2.31,0.38,0.0,2.31,33.8,0.0,0.38,0.38,0.0,16.9,0.77,3.08,2.69,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.15,0.0,1.15,0.0,0.0,0.0,44.6,0.77,2.69,23.5,18.8,5.38,44.6,0.77,0.38,0.38,18.1,78.8,26.2,0.77,0.0,0.0,33.5,5.38,0.38,0.0,0.0,2.31,0.38,0.38,5.0,10.0,7.69
43,Manuel Akanji,SUI,DF,Manchester City,Premier League,27,1995,15,14,1286,14.3,0,0.77,0.14,0.0,0.0,16.4,0.0,0.0,76.2,80.9,94.2,33.4,34.4,97.2,37.0,38.5,96.2,4.76,6.36,74.7,0.07,0.28,5.17,0.07,0.07,4.76,80.9,0.0,0.49,0.21,0.0,76.2,0.14,1.26,1.19,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.56,0.77,0.21,1.12,76.2,0.35,1.33,0.42,0.91,0.77,2.31,0.0,88.6,5.17,32.7,49.7,6.43,1.4,88.6,0.28,0.21,0.07,63.6,387.1,239.9,1.26,1.61,0.0,69.2,0.56,0.07,0.0,0.0,0.91,0.49,0.21,5.38,0.84,1.4
44,Nathan Aké,NED,DF,Manchester City,Premier League,27,1995,15,13,1156,12.8,0,0.31,0.0,0.0,0.0,10.5,0.0,0.0,84.2,92.0,91.5,39.7,41.8,95.0,39.7,42.3,93.7,3.75,5.55,67.6,0.0,0.39,7.58,0.39,0.0,7.34,92.0,0.08,0.47,0.39,0.0,84.2,0.94,1.17,0.94,0.08,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.0,1.25,0.63,0.55,0.08,0.55,70.0,0.23,1.02,0.47,0.55,1.02,2.27,0.0,98.4,4.53,31.8,56.8,10.2,1.56,98.4,0.23,0.16,0.08,63.8,298.3,188.8,1.09,0.7,0.16,76.2,1.17,0.0,0.0,0.0,0.7,0.7,0.39,5.0,1.72,1.33
45,Sergio Akieme,ESP,DF,Almería,La Liga,25,1997,21,21,1890,21.0,0,1.05,0.29,0.0,0.0,20.4,0.0,0.0,34.0,43.9,77.3,17.5,19.8,88.4,13.4,16.3,82.5,2.14,5.29,40.5,0.0,0.86,2.0,0.86,0.67,2.43,43.9,0.1,0.62,3.0,0.0,34.0,0.86,1.57,1.24,0.05,0.05,0.14,0.0,0.1,0.1,0.05,0.0,0.05,0.0,1.29,0.9,0.29,0.1,0.57,75.0,0.19,1.0,0.24,0.76,0.62,1.9,0.0,53.2,3.24,17.5,23.7,13.1,1.52,53.2,2.14,1.19,0.76,27.2,181.9,100.5,2.71,1.57,0.52,29.7,3.67,0.19,0.0,0.0,0.81,0.67,3.0,5.14,0.52,0.62
46,Maghnes Akliouche,FRA,MFDF,Monaco,Ligue 1,20,2002,6,3,248,2.8,0,0.36,0.36,0.0,0.0,8.4,0.0,0.0,28.2,37.9,74.5,17.9,21.8,82.0,7.5,10.4,72.4,0.71,1.79,40.0,0.0,1.79,2.5,1.43,0.0,3.93,37.9,0.0,0.0,3.21,0.36,28.2,1.43,1.79,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.07,1.07,0.0,0.36,33.3,0.71,0.36,0.0,0.36,0.71,2.86,0.0,47.9,1.43,7.14,19.3,22.1,3.21,47.9,2.14,0.71,1.43,38.2,214.3,94.6,1.79,1.07,0.36,35.0,7.5,1.07,0.0,0.0,1.79,1.07,3.21,6.43,0.71,1.07
47,Paul Akouokou,CIV,MF,Betis,La Liga,25,1997,6,2,238,2.6,0,0.77,0.38,0.0,0.0,25.6,0.0,0.0,36.2,38.8,93.1,15.4,16.2,95.2,12.7,13.5,94.3,5.38,5.77,93.3,0.0,0.0,3.08,0.38,0.0,2.31,38.8,0.38,0.77,0.0,0.0,36.2,0.38,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.69,0.77,0.0,2.69,77.8,0.77,0.0,0.0,0.0,1.92,5.38,0.38,45.8,3.08,10.4,30.8,5.0,0.0,45.8,0.38,0.0,0.38,20.0,53.1,13.1,0.0,0.38,0.0,28.5,0.38,0.77,0.0,0.0,1.54,1.15,0.0,6.54,0.38,2.31
48,Jean-Daniel Akpa-Akpro,CIV,MF,Empoli,Serie A,30,1992,12,7,606,6.7,0,1.04,0.3,0.0,0.0,22.6,0.0,0.0,24.8,31.8,77.9,13.0,15.5,83.7,8.36,9.85,84.8,1.04,1.64,63.6,0.0,0.15,1.94,0.3,0.15,3.13,31.8,0.0,0.15,0.6,0.0,24.8,1.34,1.64,0.75,0.0,0.3,0.15,0.15,0.3,0.0,0.0,0.0,0.0,0.0,3.13,1.34,1.19,0.6,1.04,70.0,0.45,3.43,0.6,2.84,0.9,4.03,0.0,47.0,2.09,12.5,25.7,9.7,1.49,47.0,2.24,1.34,0.75,24.6,131.5,57.0,1.49,1.94,0.6,28.4,2.99,0.9,0.3,0.15,2.24,1.19,0.6,4.78,0.9,0.6
49,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,1995,16,10,1030,11.4,0,0.53,0.09,0.0,0.0,17.0,0.0,0.0,37.6,47.8,78.7,12.7,14.7,86.3,20.6,23.4,88.0,3.77,7.72,48.9,0.0,0.26,3.77,0.44,0.18,4.3,47.8,0.09,0.61,0.53,0.0,37.6,0.96,0.7,0.61,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,1.67,1.4,0.09,1.23,73.7,0.44,2.28,0.61,1.67,1.14,4.3,0.09,60.6,5.18,25.8,29.8,5.61,1.14,60.6,1.32,0.35,0.88,31.8,174.4,78.9,0.96,0.96,0.26,35.2,1.58,0.53,0.0,0.0,1.49,0.7,0.53,6.05,2.46,1.93
50,David Alaba,AUT,DF,Real Madrid,La Liga,30,1992,17,15,1365,15.2,1,0.59,0.07,0.11,1.0,20.7,0.26,0.0,50.2,56.8,88.3,28.6,29.9,95.8,16.8,18.9,88.9,2.7,4.67,57.7,0.2,0.99,3.55,0.46,0.2,3.49,56.8,0.13,0.13,1.25,0.13,50.2,0.53,1.58,1.32,0.2,0.0,0.07,0.0,0.0,0.26,0.2,0.0,0.0,0.07,0.66,0.26,0.2,0.2,0.39,54.5,0.33,0.79,0.53,0.26,0.72,1.38,0.07,61.8,6.38,24.7,26.2,11.3,0.86,61.8,0.13,0.07,0.07,38.0,166.8,99.9,0.72,1.18,0.07,44.6,2.63,0.2,0.0,0.0,0.46,0.13,1.25,4.67,0.33,0.39
51,Tomás Alarcón,CHI,MF,Cádiz,La Liga,24,1999,4,2,223,2.5,0,0.8,0.4,0.0,0.0,36.4,0.0,0.0,31.2,38.0,82.1,11.2,12.8,87.5,10.8,13.6,79.4,8.0,10.0,80.0,0.0,0.8,4.4,0.4,0.0,3.6,38.0,0.4,1.2,2.4,0.8,31.2,0.0,1.6,0.8,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.8,0.4,0.4,50.0,0.4,0.4,0.0,0.4,0.8,2.0,0.0,45.2,1.2,8.0,27.2,10.0,0.4,45.2,0.0,0.0,0.0,24.8,106.8,32.4,0.8,0.0,0.0,29.6,2.4,0.8,0.4,0.4,1.6,1.2,2.4,5.6,1.2,0.4
52,Lucas Alario,ARG,FW,Eint Frankfurt,Bundesliga,30,1992,12,2,248,2.8,1,3.21,0.71,0.11,0.5,14.9,0.0,0.0,14.6,21.1,69.5,7.86,11.1,71.0,4.64,6.07,76.5,1.43,1.43,100.0,0.0,0.36,1.07,0.0,0.0,1.79,21.1,0.0,0.0,0.0,0.0,14.6,0.36,2.5,1.79,0.0,0.36,0.36,0.0,0.0,0.71,0.36,0.0,0.0,0.36,1.07,0.36,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,33.2,3.57,5.71,12.9,15.7,5.71,33.2,2.86,1.79,1.07,15.0,65.7,29.6,0.71,2.14,0.36,23.6,3.93,0.0,0.0,0.0,2.14,0.71,0.0,2.86,3.93,5.71
53,Jordi Alba,ESP,DF,Barcelona,La Liga,33,1989,14,9,931,10.3,1,0.87,0.19,0.11,0.5,23.7,0.0,0.0,82.6,97.0,85.2,45.2,49.2,91.9,29.5,33.9,87.1,5.83,9.03,64.5,0.29,2.52,9.51,3.11,1.07,10.3,97.0,0.39,0.49,5.05,0.0,82.6,1.75,3.98,3.59,0.19,0.1,0.1,0.0,0.0,0.39,0.39,0.0,0.0,0.0,1.65,0.87,0.78,0.0,1.07,52.4,0.97,0.78,0.29,0.49,0.49,2.14,0.0,103.4,1.84,18.3,55.6,30.0,2.14,103.4,0.78,0.39,0.39,62.5,256.4,139.5,2.91,1.84,0.39,75.4,9.32,0.39,0.1,0.1,0.68,0.19,5.05,6.8,0.58,0.97
54,Luis Alberto,ESP,MF,Lazio,Serie A,30,1992,19,11,1053,11.7,4,1.45,0.6,0.18,0.43,22.3,0.17,0.09,53.3,66.7,80.0,29.2,32.4,90.2,17.8,21.2,83.9,4.36,9.06,48.1,0.26,2.14,6.07,1.97,0.0,9.23,66.7,0.68,0.26,5.47,4.1,53.3,1.03,3.25,2.22,1.03,0.0,0.0,0.0,0.0,0.51,0.43,0.09,0.0,0.0,1.88,0.68,0.94,0.26,0.77,34.6,1.45,1.2,0.17,1.03,0.34,2.22,0.0,75.0,1.11,9.32,42.1,24.0,1.79,75.0,1.03,0.17,0.85,40.7,195.0,106.8,2.82,2.74,0.43,54.4,4.19,0.09,0.0,0.0,0.6,0.34,5.47,6.07,0.26,0.6
55,Raúl Albiol,ESP,DF,Villarreal,La Liga,37,1985,17,17,1519,16.9,0,0.06,0.0,0.0,0.0,33.6,0.0,0.0,54.7,61.8,88.6,12.8,13.8,92.3,32.3,34.5,93.7,9.11,12.2,74.4,0.0,0.12,4.02,0.3,0.0,4.02,61.8,0.0,0.65,0.06,0.0,54.7,0.24,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.59,0.36,0.06,0.59,83.3,0.12,0.83,0.65,0.18,0.65,1.66,0.0,70.8,9.41,35.0,34.3,2.01,0.24,70.8,0.24,0.12,0.12,44.4,308.0,204.9,0.47,0.41,0.0,49.2,0.12,0.3,0.0,0.0,0.83,0.65,0.06,4.32,1.72,0.95
56,Marc Albrighton,ENG,FWMF,Leicester City,Premier League,33,1989,6,1,237,2.6,1,0.77,0.38,0.5,1.0,8.0,0.0,0.0,34.6,57.3,60.4,18.8,23.5,80.3,8.85,13.1,67.6,4.62,13.1,35.3,0.0,2.31,2.31,1.92,0.77,2.69,57.3,0.38,0.0,10.8,2.69,34.6,3.85,3.08,2.31,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.77,0.77,0.38,14.3,2.31,2.31,0.77,1.54,0.38,1.92,0.0,66.9,2.31,12.7,23.8,30.8,1.92,66.9,0.38,0.38,0.0,31.9,152.7,57.3,1.92,1.92,0.0,44.6,6.92,0.0,0.0,0.0,0.77,0.77,10.8,5.38,0.38,0.38
57,Thiago Alcántara,ESP,MF,Liverpool,Premier League,31,1991,14,14,1154,12.8,0,0.7,0.08,0.0,0.0,25.2,0.0,0.0,65.8,76.6,85.9,30.7,33.1,92.7,23.4,26.6,87.9,9.45,12.0,79.1,0.0,1.33,7.42,1.48,0.0,8.36,76.6,0.63,1.09,0.08,0.0,65.8,1.64,3.05,2.42,0.0,0.23,0.08,0.08,0.23,0.16,0.16,0.0,0.0,0.0,3.2,1.41,1.64,0.16,1.02,68.4,0.47,1.09,0.23,0.86,1.41,4.61,0.16,87.7,3.2,20.1,54.8,13.1,0.55,87.7,2.19,1.48,0.31,49.5,259.0,120.4,0.94,1.41,0.0,62.7,1.72,0.16,0.0,0.0,1.41,1.95,0.08,8.13,1.09,1.88
58,Carlos Alcaraz,ARG,MF,Southampton,Premier League,20,2002,3,1,134,1.5,1,2.67,0.67,0.25,1.0,20.1,0.0,0.0,24.7,32.7,75.5,12.7,16.7,76.0,9.33,9.33,100.0,1.33,4.67,28.6,0.0,0.67,1.33,0.67,0.0,4.0,32.7,0.0,1.33,0.0,0.0,24.7,0.67,2.0,1.33,0.0,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.67,1.33,0.0,1.33,0.0,0.67,50.0,0.67,2.0,1.33,0.67,0.67,2.0,0.0,46.0,2.0,9.33,22.7,15.3,2.67,46.0,2.67,1.33,1.33,33.3,176.7,103.3,2.67,4.0,0.0,30.0,2.0,0.0,0.0,0.0,1.33,0.67,0.0,10.7,0.0,1.33
59,Rubén Alcaraz,ESP,MF,Cádiz,La Liga,31,1991,16,11,1008,11.2,1,1.52,0.18,0.06,0.5,22.3,0.18,0.0,32.5,41.3,78.6,13.5,16.1,83.9,12.9,14.6,89.0,4.64,7.95,58.4,0.0,0.89,3.39,0.45,0.18,3.57,41.3,0.18,0.71,1.16,0.27,32.5,0.63,1.88,1.34,0.36,0.0,0.09,0.09,0.0,0.18,0.18,0.0,0.0,0.0,2.5,1.52,0.98,0.0,1.16,44.8,1.43,0.98,0.18,0.8,0.8,3.3,0.0,51.6,2.68,13.3,31.5,7.32,1.07,51.6,0.71,0.27,0.36,27.3,142.2,57.8,1.16,0.8,0.09,30.3,0.63,0.54,0.09,0.09,1.96,1.79,1.16,6.79,1.52,1.34
60,Omar Alderete,PAR,DF,Getafe,La Liga,26,1996,8,7,630,7.0,0,0.71,0.14,0.0,0.0,16.4,0.0,0.0,28.3,44.9,63.1,9.86,13.3,74.2,15.6,18.6,83.8,2.71,11.6,23.5,0.0,0.14,2.14,0.43,0.0,4.0,44.9,0.0,0.86,0.29,0.0,28.3,0.86,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.86,0.43,0.0,0.86,54.5,0.71,0.86,0.43,0.43,0.86,2.14,0.0,56.1,4.86,23.0,29.4,4.43,1.29,56.1,1.14,0.57,0.57,27.4,116.7,76.0,0.57,0.29,0.0,30.9,0.57,0.43,0.0,0.0,1.14,0.86,0.29,5.43,3.14,1.71
61,Iván Alejo,ESP,MFFW,Cádiz,La Liga,28,1995,16,8,729,8.1,0,1.48,0.25,0.0,0.0,21.6,0.0,0.0,13.3,23.8,56.0,8.4,11.4,73.9,2.96,5.56,53.3,0.99,3.21,30.8,0.12,1.36,0.37,1.23,1.11,0.62,23.8,0.0,0.0,6.17,0.0,13.3,1.6,2.72,2.1,0.0,0.12,0.25,0.25,0.0,0.12,0.12,0.0,0.0,0.0,2.96,1.6,0.86,0.49,1.73,50.0,1.73,1.48,0.12,1.36,0.25,3.21,0.12,38.1,1.98,7.9,11.4,19.1,1.73,38.1,2.47,0.37,1.6,21.9,153.0,64.4,2.96,2.1,0.25,24.3,6.05,1.11,0.12,0.12,3.33,2.72,6.17,4.57,1.73,1.23
62,Doðan Alemdar,TUR,GK,Rennes,Ligue 1,20,2002,3,2,225,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,28.8,68.1,4.0,4.0,100.0,9.2,9.2,100.0,6.4,15.2,42.1,0.0,0.0,0.8,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,31.6,24.0,31.6,0.0,0.0,0.0,31.6,0.0,0.0,0.0,19.2,77.2,40.8,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.0
63,Carles Aleñá,ESP,MF,Getafe,La Liga,25,1998,19,19,1455,16.2,2,1.3,0.49,0.1,0.25,23.3,0.0,0.0,28.3,36.6,77.2,13.8,16.0,85.8,9.81,12.2,80.3,3.02,4.94,61.3,0.12,0.49,3.02,0.8,0.19,4.01,36.6,0.19,0.56,1.42,0.0,28.3,0.86,1.67,1.11,0.0,0.0,0.12,0.43,0.0,0.19,0.19,0.0,0.0,0.0,0.93,0.37,0.25,0.31,0.25,16.0,1.3,0.74,0.06,0.68,0.25,1.17,0.0,45.6,0.8,6.6,27.2,12.3,0.86,45.6,1.6,0.86,0.49,27.2,121.5,51.7,0.99,0.99,0.06,33.6,3.52,0.49,0.0,0.0,2.41,2.28,1.42,4.81,0.56,1.3
64,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24,1998,20,17,1441,16.0,1,1.31,0.19,0.05,0.33,22.5,0.19,0.0,64.9,88.9,73.1,30.4,34.2,89.0,23.8,31.1,76.5,9.94,20.6,48.2,0.06,2.25,7.0,3.06,1.06,7.25,88.9,0.56,1.81,8.56,3.31,64.9,1.06,4.0,2.5,1.19,0.06,0.25,0.0,0.0,0.31,0.25,0.06,0.0,0.0,1.44,0.94,0.31,0.19,1.0,53.3,0.88,0.75,0.25,0.5,1.38,2.81,0.0,97.5,3.06,22.4,48.8,26.8,1.69,97.5,0.69,0.44,0.19,52.4,196.1,102.3,1.5,1.06,0.31,61.1,5.31,0.19,0.0,0.0,0.5,0.19,8.56,7.56,0.69,0.44
65,Alejandro Alfaro,ESP,MF,Elche,La Liga,20,2002,1,0,15,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,5.0,0.0,10.0,5.0,0.0,5.0,5.0,30.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
66,Ángel Algobia,ESP,MF,Getafe,La Liga,23,1999,14,9,747,8.3,0,0.36,0.0,0.0,0.0,26.6,0.0,0.0,36.6,44.5,82.4,16.1,18.9,85.4,15.3,17.1,89.4,4.1,6.02,68.0,0.0,0.36,2.29,0.36,0.36,2.89,44.5,0.0,0.24,0.84,0.0,36.6,0.6,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,1.93,1.33,0.6,0.0,1.45,66.7,0.72,1.33,0.36,0.96,0.36,2.29,0.0,52.4,0.96,12.8,32.7,7.11,0.84,52.4,0.24,0.12,0.12,27.8,133.5,60.8,0.96,0.24,0.24,34.1,0.72,0.24,0.0,0.0,2.29,0.84,0.84,5.18,0.72,1.69
67,Mohamed Ali Cho,FRA,FW,Real Sociedad,La Liga,19,2004,8,3,317,3.5,0,3.14,1.43,0.0,0.0,19.3,0.0,0.0,13.1,20.9,63.0,8.86,10.0,88.6,2.86,6.57,43.5,0.57,2.29,25.0,0.57,1.43,0.57,1.43,0.86,1.14,20.9,0.0,0.0,4.29,0.0,13.1,0.57,3.14,2.0,0.0,0.29,0.29,0.29,0.29,0.57,0.57,0.0,0.0,0.0,1.43,1.14,0.29,0.0,0.0,0.0,0.57,1.71,0.0,1.71,0.57,2.0,0.0,39.7,0.57,6.0,13.7,22.0,3.71,39.7,6.29,2.29,2.86,27.7,221.1,121.4,4.86,1.43,2.0,27.1,10.3,0.29,0.0,0.0,1.43,2.0,4.29,5.14,0.29,2.29
68,Faride Alidou,GER,DFMF,Eint Frankfurt,Bundesliga,21,2001,9,0,123,1.4,0,1.43,0.0,0.0,0.0,17.0,0.0,0.0,30.7,40.7,75.4,15.7,16.4,95.7,12.9,18.6,69.2,1.43,3.57,40.0,0.0,0.71,3.57,3.57,0.71,7.14,40.7,0.0,0.0,1.43,0.0,30.7,0.71,3.57,2.86,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.14,2.86,0.0,2.14,50.0,2.14,0.0,0.0,0.0,0.71,5.71,0.0,56.4,0.0,9.29,32.1,15.7,2.14,56.4,5.0,1.43,3.57,24.3,145.0,91.4,2.86,1.43,1.43,27.1,8.57,0.0,0.0,0.0,5.0,0.71,1.43,7.14,0.71,5.0
69,Alisson,BRA,GK,Liverpool,Premier League,30,1992,20,20,1800,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,37.1,85.7,7.8,7.8,100.0,16.2,16.6,97.9,7.6,12.4,61.3,0.05,0.05,0.45,0.0,0.0,0.05,37.1,0.0,0.1,0.0,0.0,31.8,0.05,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,39.5,30.6,38.5,1.1,0.0,0.0,39.5,0.0,0.0,0.0,24.6,121.3,74.7,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.05,0.05,0.0,1.85,0.2,0.05
70,Jim Allevinah,GAB,DFFW,Clermont Foot,Ligue 1,27,1995,21,13,1220,13.6,1,1.4,0.29,0.05,0.25,17.2,0.0,0.0,24.3,31.2,77.8,14.7,17.0,86.6,7.43,9.63,77.1,0.88,1.99,44.4,0.0,0.66,1.25,0.37,0.22,1.99,31.2,0.0,0.07,2.57,0.0,24.3,1.4,1.91,1.54,0.07,0.22,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.07,1.91,1.18,0.44,0.29,1.03,35.9,1.84,1.25,0.07,1.18,0.66,2.57,0.0,43.8,1.47,8.9,18.9,16.9,3.16,43.8,4.04,1.69,1.91,33.5,250.3,109.4,3.38,2.28,0.59,30.5,6.4,0.15,0.0,0.0,1.03,2.21,2.57,5.81,0.29,0.66
